아이템아이디,행사주관기관,행사명,모집인원/구분,예약최대인원,예약최소인원,행사시작일,행사종료일,예약시작일,예약종료일,예약시작시간,예약종료시간,휴무요일,당일예약가능여부
1569,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-07-17,2019-07-17,2019-07-17,2019-07-17,0,24,,1
1570,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-07-18,2019-07-18,2019-07-18,2019-07-18,0,24,,1
1571,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-07-19,2019-07-19,2019-07-19,2019-07-19,0,24,,1
1572,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2019-07-20,2019-07-20,2019-07-20,2019-07-20,0,24,,1
1573,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-07-21,2019-07-21,2019-07-21,2019-07-21,0,24,,1
1574,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-07-23,2019-07-23,2019-07-23,2019-07-23,0,24,,1
1575,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,5,2019-07-24,2019-07-24,2019-07-24,2019-07-24,0,24,,1
1576,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,5,2019-07-25,2019-07-25,2019-07-25,2019-07-25,0,24,,1
1577,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-07-26,2019-07-26,2019-07-26,2019-07-26,0,24,,1
1812,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,4,2020-11-20,2020-11-20,2020-11-20,2020-11-20,0,24,,1
1813,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,4,2020-11-21,2020-11-21,2020-11-21,2020-11-21,0,24,,1
1581,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-07-31,2019-07-31,2019-07-31,2019-07-31,0,24,,1
1582,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-06-11,2019-07-31,2019-06-04,2019-06-17,0,24,|tue,1
1583,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-06-11,2019-07-31,2019-06-04,2019-06-17,0,24,|tue,1
1584,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-06-11,2019-07-31,2019-06-04,2019-06-17,0,24,|tue,1
1585,민물고기생태체험학교예약,생태체험학교(7/12),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1588,민물고기생태체험학교예약,생태체험학교(7/19),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1589,민물고기생태체험학교예약,생태체험학교(7/26),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1590,민물고기생태체험학교예약,생태체험학교(8/02),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1591,민물고기생태체험학교예약,생태체험학교(8/09),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1592,민물고기생태체험학교예약,생태체험학교(8/16),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1593,민물고기생태체험학교예약,생태체험학교(8/23),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1595,민물고기생태체험학교예약,생태체험학교(8/30),40명/기간,6,2,,,2019-06-11,2019-06-14,10,17,|tue|wed|thu|fri,0
1597,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-06-18,2019-07-31,2019-06-11,2019-06-24,0,24,|tue,1
1598,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-06-18,2019-07-31,2019-06-11,2019-06-24,0,24,|tue,1
1599,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-06-18,2019-07-31,2019-06-11,2019-06-24,0,24,|tue,1
1600,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-06-25,2019-07-08,2019-06-18,2019-07-01,0,24,|tue,1
1601,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-06-25,2019-07-08,2019-06-18,2019-07-01,0,24,|tue,1
1602,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-06-25,2019-07-08,2019-06-18,2019-07-01,0,24,|tue,1
1603,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-07-02,2019-08-31,2019-06-25,2019-07-08,10,24,|tue,1
1604,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-07-02,2019-08-31,2019-06-25,2019-07-08,10,24,|tue,1
1605,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-07-02,2019-08-31,2019-06-25,2019-07-08,10,24,|tue,1
1606,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2019-08-16,2019-08-16,2019-08-16,2019-08-16,0,24,,1
1607,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-08-17,2019-08-17,2019-08-17,2019-08-17,0,24,,1
1608,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-08-18,2019-08-18,2019-08-18,2019-08-18,0,24,,1
1609,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-08-20,2019-08-20,2019-08-20,2019-08-20,0,24,,1
1610,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-08-21,2019-08-21,2019-08-21,2019-08-21,0,24,,1
1611,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,5,2019-08-22,2019-08-22,2019-08-22,2019-08-22,0,24,,1
1612,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-08-23,2019-08-23,2019-08-23,2019-08-23,0,24,,1
1613,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-08-24,2019-08-24,2019-08-24,2019-08-24,0,24,,1
1614,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-08-25,2019-08-25,2019-08-25,2019-08-25,0,24,,1
1615,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-08-27,2019-08-27,2019-08-27,2019-08-27,0,24,,1
1616,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-08-28,2019-08-28,2019-08-28,2019-08-28,0,24,,1
1617,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,5,2019-08-29,2019-08-29,2019-08-29,2019-08-29,0,24,,1
1618,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,5,2019-08-30,2019-08-30,2019-08-30,2019-08-30,0,24,,1
1619,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-08-31,2019-08-31,2019-08-31,2019-08-31,0,24,,1
1620,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-07-09,2019-08-31,2019-07-02,2019-07-15,0,24,|tue,1
1621,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-07-09,2019-08-31,2019-07-02,2019-07-15,0,24,|tue,1
1622,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-07-09,2019-08-31,2019-07-02,2019-07-15,0,24,|tue,1
1623,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-07-16,2019-09-30,2019-07-09,2019-07-22,10,24,|tue,1
1624,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-07-16,2019-09-30,2019-07-09,2019-07-22,10,24,|tue,1
1625,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-07-16,2019-09-30,2019-07-09,2019-07-22,10,24,|tue,1
1626,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-07-23,2019-08-31,2019-07-16,2019-07-29,0,24,,1
1627,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-07-23,2019-08-31,2019-07-16,2019-07-29,0,24,,1
1628,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-07-23,2019-08-31,2019-07-16,2019-07-29,0,24,,1
1629,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-07-30,2019-09-30,2019-07-23,2019-08-05,10,24,,1
1630,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-07-30,2019-09-30,2019-07-23,2019-08-05,10,24,,1
1631,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-07-30,2019-09-30,2019-07-23,2019-08-05,10,24,,1
1633,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-08-06,2019-09-30,2019-07-30,2019-08-12,10,24,,1
1634,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-08-06,2019-09-30,2019-07-30,2019-08-12,10,24,,1
1635,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-08-06,2019-09-30,2019-07-30,2019-08-12,10,24,,1
1636,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-09-01,2019-09-01,2019-09-01,2019-09-01,0,24,,1
1637,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-03,2019-09-03,2019-09-03,2019-09-03,0,24,,1
1638,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-09-04,2019-09-04,2019-09-04,2019-09-04,0,24,,1
1639,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-05,2019-09-05,2019-09-05,2019-09-05,0,24,,1
1640,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-06,2019-09-06,2019-09-06,2019-09-06,0,24,,1
1641,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,5,2019-09-07,2019-09-07,2019-09-07,2019-09-07,0,24,,1
1642,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-09-08,2019-09-08,2019-09-08,2019-09-08,0,24,,1
1643,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-10,2019-09-10,2019-09-10,2019-09-10,0,24,,1
1644,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,5,2019-09-11,2019-09-11,2019-09-11,2019-09-11,0,24,,1
1645,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-09-17,2019-09-17,2019-09-17,2019-09-17,0,24,,1
1646,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-18,2019-09-18,2019-09-18,2019-09-18,0,24,,1
1647,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,5,2019-09-19,2019-09-19,2019-09-19,2019-09-19,0,24,,1
1648,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-20,2019-09-20,2019-09-20,2019-09-20,0,24,,1
1649,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-09-21,2019-09-21,2019-09-21,2019-09-21,0,24,,1
1650,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-09-22,2019-09-22,2019-09-22,2019-09-22,0,24,,1
1651,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-09-24,2019-09-24,2019-09-24,2019-09-24,0,24,,1
1652,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-09-25,2019-09-25,2019-09-25,2019-09-25,0,24,,1
1653,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-09-26,2019-09-26,2019-09-26,2019-09-26,0,24,,1
1654,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,5,2019-09-27,2019-09-27,2019-09-27,2019-09-27,0,24,,1
1655,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-09-28,2019-09-28,2019-09-28,2019-09-28,0,24,,1
1656,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-09-29,2019-09-29,2019-09-29,2019-09-29,0,24,,1
1657,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-08-13,2019-09-30,2019-08-06,2019-08-19,10,24,,1
1658,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-08-13,2019-09-30,2019-08-06,2019-08-19,10,24,,1
1659,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-08-13,2019-09-30,2019-08-06,2019-08-19,10,24,,1
1660,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-08-20,2019-09-30,2019-08-13,2019-08-26,0,24,,1
1661,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-08-20,2019-09-30,2019-08-13,2019-08-26,0,24,,1
1662,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-08-20,2019-09-30,2019-08-13,2019-08-26,0,24,,1
1663,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-08-27,2019-10-31,2019-08-20,2019-09-02,10,24,|tue,1
1664,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-08-27,2019-10-31,2019-08-20,2019-09-02,10,24,|tue,1
1665,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-08-27,2019-10-31,2019-08-20,2019-09-02,10,24,|tue,1
1666,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-09-03,2019-10-31,2019-08-27,2019-09-09,10,24,|tue,1
1667,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-09-03,2019-10-31,2019-08-27,2019-09-09,10,24,|tue,1
1668,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-09-03,2019-10-31,2019-08-27,2019-09-09,10,24,|tue,1
1669,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,5,2019-10-01,2019-10-01,2019-10-01,2019-10-01,0,24,,1
1670,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-02,2019-10-02,2019-10-02,2019-10-02,0,24,,1
1671,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-10-04,2019-10-04,2019-10-04,2019-10-04,0,24,,1
1672,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-05,2019-10-05,2019-10-05,2019-10-05,0,24,,1
1673,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-06,2019-10-06,2019-10-06,2019-10-06,0,24,,1
1674,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,5,2019-10-08,2019-10-08,2019-10-08,2019-10-08,0,24,,1
1675,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-10-10,2019-10-10,2019-10-10,2019-10-10,0,24,,1
1676,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-10-11,2019-10-11,2019-10-11,2019-10-11,0,24,,1
1677,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-12,2019-10-12,2019-10-12,2019-10-12,0,24,,1
1678,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-13,2019-10-13,2019-10-13,2019-10-13,0,24,,1
1679,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-10-15,2019-10-15,2019-10-15,2019-10-15,0,24,,1
1680,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-16,2019-10-16,2019-10-16,2019-10-16,0,24,,1
1681,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-10-17,2019-10-17,2019-10-17,2019-10-17,0,24,,1
1682,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-18,2019-10-18,2019-10-18,2019-10-18,0,24,,1
1683,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-19,2019-10-19,2019-10-19,2019-10-19,0,24,,1
1684,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-20,2019-10-20,2019-10-20,2019-10-20,0,24,,1
1685,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,5,2019-10-22,2019-10-22,2019-10-22,2019-10-22,0,24,,1
1686,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-10-23,2019-10-23,2019-10-23,2019-10-23,0,24,,1
1687,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-24,2019-10-24,2019-10-24,2019-10-24,0,24,,1
1688,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,5,2019-10-25,2019-10-25,2019-10-25,2019-10-25,0,24,,1
1689,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-26,2019-10-26,2019-10-26,2019-10-26,0,24,,1
1690,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,5,2019-10-27,2019-10-27,2019-10-27,2019-10-27,0,24,,1
1691,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,5,2019-10-29,2019-10-29,2019-10-29,2019-10-29,0,24,,1
1692,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,5,2019-10-30,2019-10-30,2019-10-30,2019-10-30,0,24,,1
1693,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,5,2019-10-31,2019-10-31,2019-10-31,2019-10-31,0,24,,1
1694,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-09-10,2019-10-31,2019-09-03,2019-09-16,10,24,|tue,1
1695,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-09-10,2019-10-31,2019-09-03,2019-09-16,10,24,|tue,1
1696,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-09-10,2019-10-31,2019-09-03,2019-09-16,10,24,|tue,1
1697,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-09-17,2019-11-30,2019-09-10,2019-09-23,10,24,|tue,1
1698,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-09-17,2019-11-30,2019-09-10,2019-09-23,10,24,|tue,1
1699,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-09-17,2019-11-30,2019-09-10,2019-09-23,10,24,|tue,1
1701,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-09-24,2019-10-07,2019-09-17,2019-09-30,10,24,|tue,1
1702,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-09-24,2019-10-07,2019-09-17,2019-09-30,10,24,|tue,1
1703,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-09-24,2019-10-07,2019-09-17,2019-09-30,10,24,|tue,1
1704,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-10-01,2019-11-30,2019-09-24,2019-10-07,10,24,|tue,1
1705,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-10-01,2019-11-30,2019-09-24,2019-10-07,10,24,|tue,1
1706,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-10-01,2019-11-30,2019-09-24,2019-10-07,10,24,|tue,1
1707,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-10-08,2019-11-30,2019-10-01,2019-10-14,0,24,,1
1708,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-10-08,2019-11-30,2019-10-01,2019-10-14,0,24,,1
1709,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-10-08,2019-11-30,2019-10-01,2019-10-14,0,24,,1
1710,민물고기 생태학습관,2019 생태학습관 단체예약 (10/11월),1500명/일,1500,200,2019-10-01,2019-11-30,2019-10-01,2019-11-30,0,24,|mon,1
1711,민물고기 생태학습관,2019 생태학습관 단체예약 (12월),1500명/일,1500,200,2019-12-01,2019-12-31,2019-12-01,2019-12-31,0,24,|mon,1
1712,민물고기 생태학습관,2020 생태학습관 단체예약 (1/2월),1500명/일,300,20,2020-01-01,2020-02-29,2020-01-01,2020-02-29,0,24,|sun|mon|tue|wed|thu|fri|sat,1
1713,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-10-15,2019-11-30,2019-10-08,2019-10-21,10,24,|tue,1
1714,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-10-15,2019-11-30,2019-10-08,2019-10-21,10,24,|tue,1
1715,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-10-15,2019-11-30,2019-10-08,2019-10-21,10,24,|tue,1
1717,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2019-10-22,2019-11-30,2019-10-15,2019-10-31,10,24,|tue,1
1718,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2019-10-22,2019-11-30,2019-10-15,2019-10-31,10,24,|tue,1
1719,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설 이용(15:30~17:00),20명/일,5,1,2019-10-22,2019-11-30,2019-10-15,2019-10-31,10,24,|tue,1
1723,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-05-20,2020-05-20,2020-05-20,2020-05-20,0,24,,1
1724,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-05-21,2020-05-21,2020-05-21,2020-05-21,0,24,,1
1725,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,80,5,2020-05-22,2020-05-22,2020-05-22,2020-05-22,0,24,,1
1726,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-05-23,2020-05-23,2020-05-23,2020-05-23,0,24,,1
1727,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-05-24,2020-05-24,2020-05-24,2020-05-24,0,24,,1
1728,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,60,5,2020-05-26,2020-05-26,2020-05-26,2020-05-26,0,24,,1
1729,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,5,2020-05-27,2020-05-27,2020-05-27,2020-05-27,0,24,,1
1730,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,60,5,2020-05-28,2020-05-28,2020-05-28,2020-05-28,0,24,,1
1731,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,70,5,2020-05-29,2020-05-29,2020-05-29,2020-05-29,0,24,,1
1732,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,5,2020-05-30,2020-05-30,2020-05-30,2020-05-30,0,24,,1
1733,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-05-31,2020-05-31,2020-05-31,2020-05-31,0,24,,1
1752,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,60,5,2020-08-04,2020-08-04,2020-08-04,2020-08-04,0,24,|mon,1
1753,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-08-05,2020-08-05,2020-08-05,2020-08-05,0,24,,1
1754,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-08-06,2020-08-06,2020-08-06,2020-08-06,0,24,,1
1755,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,5,2020-08-07,2020-08-07,2020-08-07,2020-08-07,0,24,,1
1756,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-08-08,2020-08-08,2020-08-08,2020-08-08,0,24,,1
1757,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-09,2020-08-09,2020-08-09,2020-08-09,0,24,,1
1758,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-11,2020-08-11,2020-08-11,2020-08-11,0,24,,1
1759,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-12,2020-08-12,2020-08-12,2020-08-12,0,24,,1
1760,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,5,2020-08-13,2020-08-13,2020-08-13,2020-08-13,0,24,,1
1761,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-14,2020-08-14,2020-08-14,2020-08-14,0,24,,1
1763,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,5,2020-08-15,2020-08-15,2020-08-15,2020-08-15,0,24,,1
1764,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-19,2020-08-19,2020-08-19,2020-08-19,0,24,,1
1765,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,70,5,2020-08-20,2020-08-20,2020-08-20,2020-08-20,0,24,,1
1766,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-21,2020-08-21,2020-08-21,2020-08-21,0,24,,1
1767,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-22,2020-08-22,2020-08-22,2020-08-22,0,24,,1
1768,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-23,2020-08-23,2020-08-23,2020-08-23,0,24,,1
1769,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,5,2020-08-25,2020-08-25,2020-08-25,2020-08-25,0,24,,1
1770,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,5,2020-08-26,2020-08-26,2020-08-26,2020-08-26,0,24,,1
1771,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,5,2020-08-27,2020-08-27,2020-08-27,2020-08-27,0,24,,1
1772,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,5,2020-08-28,2020-08-28,2020-08-28,2020-08-28,0,24,,1
1773,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,5,2020-08-29,2020-08-29,2020-08-29,2020-08-29,0,24,,1
1780,민물고기 생태학습관,생태학습관(10시),999명/일,99,1,2020-10-14,2020-10-31,2020-10-14,2020-10-31,0,24,|mon,1
1781,민물고기 생태학습관,생태학습관(13시),999명/일,99,1,2020-10-14,2020-10-31,2020-10-14,2020-10-31,0,24,|mon,1
1782,민물고기 생태학습관,생태학습관(15시),999명/일,99,1,2020-10-14,2020-10-31,2020-10-14,2020-10-31,0,24,|mon,1
1783,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,4,2020-10-15,2020-10-15,2020-10-15,2020-10-15,0,24,,1
1784,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,4,2020-10-16,2020-10-16,2020-10-16,2020-10-16,0,24,,1
